Date,Open,High,Low,Close,Adj Close,Volume
2008-03-19,14.875000,17.250000,13.750000,14.125000,12.579992,708486000
2008-03-20,14.600000,16.250000,14.375000,16.087500,14.327833,198985200
2008-03-24,16.809999,16.924999,14.750000,14.932500,13.299167,149566400
2008-03-25,15.145000,16.062500,14.955000,15.812500,14.082912,87092000
2008-03-26,15.682500,16.120001,15.392500,15.990000,14.240994,43111600
2008-03-27,16.012501,16.184999,15.662500,15.727500,14.007208,39829600
2008-03-28,15.842500,15.860000,15.540000,15.690000,13.973808,24675200
2008-03-31,15.650000,15.870000,15.512500,15.590000,13.884749,22157200
2008-04-01,15.765000,15.920000,15.077500,15.402500,13.717755,60410800
2008-04-02,15.430000,15.580000,15.125000,15.580000,13.875839,43836400
2008-04-03,15.487500,16.572500,15.455000,16.375000,14.583884,100868000
2008-04-04,16.225000,16.330000,15.937500,16.120001,14.356780,36394400
2008-04-07,16.275000,16.450001,16.004999,16.260000,14.481459,28301600
2008-04-08,16.225000,17.059999,16.202499,17.022499,15.160560,53925600
2008-04-09,17.110001,17.180000,16.402500,16.447500,14.648453,48324400
2008-04-10,16.540001,16.682501,16.277500,16.527500,14.719708,22372000
2008-04-11,16.312500,16.692499,16.312500,16.527500,14.719708,26421600
2008-04-14,16.674999,16.809999,16.382500,16.420000,14.623959,28443600
2008-04-15,16.572500,16.637501,16.000000,16.087500,14.327833,23888000
2008-04-16,16.139999,16.737499,16.139999,16.535000,14.726386,25136800
2008-04-17,16.565001,16.937500,16.502501,16.760000,14.926772,22459600
2008-04-18,17.002501,17.612499,16.799999,17.250000,15.363176,104099600
2008-04-21,17.370001,18.125000,17.212500,17.742500,15.801807,58848000
2008-04-22,17.980000,18.100000,17.500000,17.570000,15.648167,47357600
2008-04-23,17.737499,17.924999,17.422501,17.520000,15.603649,37319600
2008-04-24,17.799999,18.247499,17.510000,18.075001,16.097935,38086800
2008-04-25,19.000000,19.020000,18.477501,18.775000,16.721363,101460000
2008-04-28,19.125000,19.322500,18.725000,18.907499,16.839376,132517200
2008-04-29,18.537500,20.219999,17.750000,20.219999,18.008318,197308400
2008-04-30,20.350000,21.202499,20.267500,20.862499,18.580536,147543600
2008-05-01,21.097500,21.910000,20.975000,21.350000,19.014711,116395600
2008-05-02,21.822500,21.875000,20.250000,20.687500,18.424688,136648800
2008-05-05,20.712500,21.375000,20.205000,21.264999,18.939009,70377200
2008-05-06,21.367500,22.037500,21.187500,21.882500,19.488966,75913200
2008-05-07,22.207500,22.459999,21.915001,22.125000,19.704943,100464800
2008-05-08,22.375000,22.437500,21.485001,21.825001,19.437765,92836400
2008-05-09,21.452499,21.667500,20.629999,20.715000,18.449175,94312000
2008-05-12,20.912500,21.120001,19.525000,20.475000,18.235420,147471600
2008-05-13,20.457500,20.875000,20.197500,20.594999,18.342293,53249600
2008-05-14,20.825001,21.087500,20.362499,20.557501,18.308903,51400400
2008-05-15,20.632500,20.732500,20.277500,20.562500,18.313356,36688800
2008-05-16,20.677500,20.712500,20.315001,20.592501,18.340071,34066800
2008-05-19,20.567499,21.184999,20.537500,20.830000,18.551590,45473200
2008-05-20,20.719999,20.959999,20.477501,20.684999,18.422449,40702000
2008-05-21,20.670000,20.857500,20.129999,20.212500,18.001633,41831600
2008-05-22,20.142500,20.150000,19.040001,19.327499,17.213434,85283600
2008-05-23,18.959999,19.327499,18.780001,19.087500,16.999687,42196400
2008-05-27,19.230000,19.735001,18.590000,19.684999,17.531834,62776400
2008-05-28,20.072500,20.487499,19.887501,20.480000,18.239876,52996000
2008-05-29,20.857500,21.737499,20.752501,21.312500,18.981312,100613200
2008-05-30,21.504999,21.889999,21.452499,21.590000,19.228462,72016000
2008-06-02,21.552500,21.737499,21.150000,21.517500,19.163893,36856000
2008-06-03,21.752501,21.987499,21.507500,21.889999,19.495663,48411600
2008-06-04,21.770000,22.025000,21.320000,21.370001,19.032526,40684400
2008-06-05,21.615000,21.809999,21.397499,21.809999,19.424393,27059600
2008-06-06,21.475000,21.497499,20.887501,20.912500,18.625067,41748000
2008-06-09,21.000000,21.237499,20.139999,20.535000,18.288866,45240000
2008-06-10,20.075001,20.717501,19.902500,20.077499,17.881399,36048400
2008-06-11,20.250000,20.250000,19.400000,19.434999,17.309183,56996400
2008-06-12,19.737499,20.192499,19.637501,19.889999,17.714399,44605600
2008-06-13,20.065001,20.452499,20.037500,20.382500,18.153038,30689200
2008-06-16,20.370001,20.875000,20.275000,20.817499,18.540459,34384000
2008-06-17,21.025000,21.245001,20.920000,21.167500,18.852175,33277600
2008-06-18,20.930000,21.174999,20.860001,20.965000,18.671824,33724000
2008-06-19,20.870001,21.100000,20.405001,21.067499,18.763119,36925200
2008-06-20,20.742500,21.125000,20.687500,20.892500,18.607258,42546800
2008-06-23,20.962500,21.087500,20.254999,20.264999,18.048386,30141200
2008-06-24,20.014999,20.735001,19.627501,20.665001,18.404633,49891200
2008-06-25,20.840000,21.105000,20.465000,20.514999,18.271048,50711600
2008-06-26,20.150000,20.184999,19.504999,19.775000,17.611986,76562800
2008-06-27,19.700001,20.717501,19.637501,20.650000,18.391287,176022800
2008-06-30,20.502501,20.709999,20.075001,20.327499,18.104052,49301200
2008-07-01,19.910000,20.352501,19.799999,20.352501,18.126318,44921600
2008-07-02,20.475000,20.600000,19.825001,19.855000,17.683239,33804000
2008-07-03,19.840000,19.952499,19.312500,19.517500,17.382658,28738800
2008-07-07,19.625000,19.985001,18.500000,18.905001,16.837149,79944400
2008-07-08,18.722500,19.875000,18.062500,19.764999,17.603083,95796400
2008-07-09,19.750000,19.775000,18.850000,18.967501,16.892813,55322000
2008-07-10,18.940001,19.405001,18.472500,19.312500,17.200077,52812000
2008-07-11,18.900000,19.362499,18.500000,18.637501,16.598911,54645200
2008-07-14,19.022499,19.045000,18.125000,18.145000,16.160276,42679600
2008-07-15,17.815001,17.827499,16.822500,17.105000,15.234036,84268800
2008-07-16,17.082500,18.139999,16.627501,18.057501,16.082346,92448800
2008-07-17,18.424999,18.764999,17.837500,18.764999,16.712461,67268800
2008-07-18,18.559999,18.622499,18.030001,18.350000,16.342850,46632000
2008-07-21,18.477501,18.735001,17.892500,17.975000,16.008877,52937200
2008-07-22,17.400000,18.557501,16.975000,18.512501,16.487579,65408000
2008-07-23,18.375000,18.750000,18.150000,18.312500,16.309458,49942800
2008-07-24,18.230000,18.432501,17.490000,17.520000,15.603649,36625600
2008-07-25,17.635000,18.087500,17.267500,17.990000,16.022228,38690800
2008-07-28,18.102501,18.400000,17.562500,17.637501,15.708284,35699200
2008-07-29,17.757500,18.992500,17.752501,18.992500,16.915079,49040400
2008-07-30,19.312500,19.725000,18.567499,19.612499,17.467272,76089200
2008-07-31,19.055000,19.537500,17.872499,18.264999,16.267160,148888800
2008-08-01,18.325001,18.525000,17.587500,17.932501,15.971025,61715600
2008-08-04,17.940001,18.400000,17.875000,18.125000,16.142467,42686000
2008-08-05,18.299999,18.557501,18.080000,18.400000,16.387384,34354800
2008-08-06,18.200001,18.202499,17.767500,17.870001,15.915359,40924000
2008-08-07,17.695000,17.812500,17.334999,17.375000,15.474504,43847200
2008-08-08,17.442499,18.212500,17.277500,18.150000,16.164728,36354400
2008-08-11,18.110001,19.125000,17.987499,18.697500,16.652346,55289200
2008-08-12,18.549999,18.700001,18.150000,18.200001,16.209261,33734400
2008-08-13,18.187500,18.542500,18.120001,18.482500,16.484636,29924800
2008-08-14,18.467501,18.947500,18.400000,18.945000,16.897146,25839200
2008-08-15,18.997499,19.132500,18.707500,18.947500,16.899378,26003200
2008-08-18,18.905001,19.062500,18.535000,18.735001,16.709845,25850400
2008-08-19,18.612499,18.809999,18.402500,18.434999,16.442268,21104800
2008-08-20,18.525000,18.677500,18.415001,18.642500,16.627352,18118800
2008-08-21,18.490000,18.660000,18.297501,18.594999,16.584974,15544800
2008-08-22,18.840000,18.947500,18.459999,18.522499,16.520309,20955600
2008-08-25,18.379999,18.722500,18.282499,18.330000,16.348629,18039600
2008-08-26,18.417500,18.575001,18.217501,18.334999,16.353079,18667200
2008-08-27,18.257500,18.625000,18.212500,18.612499,16.600584,19141600
2008-08-28,18.687500,18.952499,18.542500,18.912500,16.868158,26741200
2008-08-29,18.740000,19.000000,18.674999,18.975000,16.923903,19326400
2008-09-02,19.207500,19.375000,18.597500,18.747499,16.720993,29898400
2008-09-03,18.639999,18.834999,18.017500,18.262501,16.288422,35400800
2008-09-04,18.129999,18.157499,17.437500,17.625000,15.719833,37670000
2008-09-05,17.492500,17.995001,17.312500,17.940001,16.000780,40616800
2008-09-08,18.377501,18.572500,17.170000,17.525000,15.630646,56669600
2008-09-09,17.587500,17.587500,16.795000,16.872499,15.048671,49882000
2008-09-10,16.817499,17.475000,16.657499,17.260000,15.394289,43936800
2008-09-11,16.852501,17.840000,16.762501,17.737499,15.820171,47132000
2008-09-12,17.482500,17.915001,17.312500,17.912500,15.976255,28240400
2008-09-15,17.165001,17.745001,17.065001,17.344999,15.470098,38734400
2008-09-16,16.655001,17.240000,16.250000,16.587500,14.794478,83596400
2008-09-17,16.452499,16.987499,16.002501,16.022499,14.290552,67536800
2008-09-18,16.049999,16.809999,14.595000,16.725000,14.917115,84189200
2008-09-19,17.752501,17.790001,16.760000,17.392500,15.512461,68941600
2008-09-22,17.230000,17.247499,16.225000,16.295000,14.533595,46266400
2008-09-23,16.462500,16.867500,16.027500,16.725000,14.917115,43803600
2008-09-24,16.762501,16.930000,16.375000,16.420000,14.645081,24532400
2008-09-25,16.437500,16.617500,16.135000,16.150000,14.404272,23895200
2008-09-26,15.682500,15.850000,15.200000,15.510000,13.833452,51171200
2008-09-29,15.075000,15.120000,13.972500,14.450000,12.888034,78439200
2008-09-30,14.095000,15.357500,14.095000,15.347500,13.688519,38720400
2008-10-01,15.187500,15.525000,14.802500,15.327500,13.670678,27054000
2008-10-02,15.372500,15.372500,14.327500,14.397500,12.841204,35216000
2008-10-03,14.767500,15.042500,14.077500,14.210000,12.673978,58355600
2008-10-06,13.355000,14.005000,12.562500,13.845000,12.348427,87360800
2008-10-07,14.000000,14.110000,12.655000,12.787500,11.405237,75845600
2008-10-08,12.252500,13.607500,11.937500,13.157500,11.735244,75210400
2008-10-09,13.447500,13.985000,12.352500,12.462500,11.115372,42537600
2008-10-10,11.750000,13.487500,11.750000,13.000000,11.594769,72541600
2008-10-13,13.747500,14.750000,13.397500,14.717500,13.126616,49433200
2008-10-14,15.500000,15.527500,13.812500,14.402500,12.845661,53142400
2008-10-15,13.880000,14.000000,12.132500,12.437500,11.093071,76699200
2008-10-16,12.537500,13.332500,12.010000,13.267500,11.833354,56062800
2008-10-17,12.875000,13.767500,12.875000,13.055000,11.643821,35098400
2008-10-20,13.327500,13.455000,12.780000,13.002500,11.596997,35965600
2008-10-21,12.837500,13.267500,12.572500,12.675000,11.304899,28995600
2008-10-22,12.492500,13.000000,12.000000,12.127500,10.816584,40243600
2008-10-23,12.190000,12.387500,11.435000,12.080000,10.774215,47970000
2008-10-24,10.950000,12.125000,10.935000,11.995000,10.698400,40798800
2008-10-27,11.752500,12.300000,11.610000,11.647500,10.388465,41901600
2008-10-28,11.975000,12.895000,11.762500,12.492500,11.142127,58436000
2008-10-29,12.600000,13.377500,12.377500,12.672500,11.302670,55994400
2008-10-30,12.647500,14.040000,12.645000,13.562500,12.096469,74913200
2008-10-31,13.472500,14.020000,13.250000,13.837500,12.341740,40372800
2008-11-03,13.980000,14.025000,12.977500,13.122500,11.704022,28425200
2008-11-04,13.595000,15.112500,13.470000,14.952500,13.336214,73603600
2008-11-05,14.572500,14.800000,14.107500,14.117500,12.591473,44992000
2008-11-06,13.760000,14.000000,12.685000,12.882500,11.489970,52092800
2008-11-07,13.112500,13.700000,12.827500,13.375000,11.929235,30906400
2008-11-10,13.825000,13.825000,12.800000,12.997500,11.592540,26516800
2008-11-11,12.747500,13.747500,12.590000,13.447500,11.993897,32392800
2008-11-12,13.112500,13.912500,12.795000,12.937500,11.561593,42746000
2008-11-13,12.970000,13.645000,12.472500,13.610000,12.162572,38733600
2008-11-14,13.277500,14.250000,13.112500,13.560000,12.117893,37410400
2008-11-17,13.277500,13.557500,12.915000,13.190000,11.787242,29303200
2008-11-18,13.197500,13.770000,13.152500,13.660000,12.207258,31482800
2008-11-19,13.500000,13.960000,12.810000,12.895000,11.523611,34948000
2008-11-20,12.552500,12.825000,12.000000,12.035000,10.755075,50990000
2008-11-21,12.400000,12.400000,10.885000,11.595000,10.361873,84771200
2008-11-24,11.902500,12.500000,11.445000,12.430000,11.108068,44853600
2008-11-25,12.590000,12.742500,12.250000,12.382500,11.065618,44959600
2008-11-26,12.202500,13.000000,12.050000,13.000000,11.617445,27670000
2008-11-28,12.927500,13.185000,12.792500,13.140000,11.742560,10610000
2008-12-01,12.750000,12.785000,11.917500,12.012500,10.734965,30951600
2008-12-02,12.172500,12.440000,11.882500,12.420000,11.099132,26573200
2008-12-03,12.030000,13.187500,12.027500,13.110000,11.715752,36399600
2008-12-04,12.982500,13.187500,12.555000,12.702500,11.351586,30484400
2008-12-05,12.437500,13.367500,12.125000,13.295000,11.881076,40991600
2008-12-08,13.600000,14.417500,13.492500,14.040000,12.546845,53093600
2008-12-09,13.875000,14.110000,13.275000,13.382500,11.959270,32127200
2008-12-10,13.287500,13.462500,12.737500,13.290000,11.876606,30186800
2008-12-11,13.100000,13.647500,12.930000,13.022500,11.637549,29928400
2008-12-12,12.627500,13.477500,12.625000,13.237500,11.829693,25100000
2008-12-15,13.202500,13.442500,12.942500,13.187500,11.785004,21858800
2008-12-16,13.325000,13.695000,13.185000,13.692500,12.236300,30714400
2008-12-17,13.572500,14.000000,13.515000,13.840000,12.368115,24687600
2008-12-18,13.842500,14.047500,13.517500,13.675000,12.220661,30374800
2008-12-19,13.627500,14.057500,13.445000,13.742500,12.280983,35585200
2008-12-22,13.715000,13.810000,13.245000,13.437500,12.008421,14083600
2008-12-23,13.380000,13.600000,13.280000,13.412500,11.986077,10670400
2008-12-24,13.360000,13.437500,13.162500,13.222500,11.816285,6529600
2008-12-26,13.195000,13.365000,12.982500,13.312500,11.896711,6476400
2008-12-29,13.262500,13.397500,12.982500,13.042500,11.655426,13801600
2008-12-30,13.050000,13.050000,12.567500,12.747500,11.391800,17095200
2008-12-31,12.652500,13.192500,12.650000,13.112500,11.717980,16371600
2009-01-02,13.230000,13.427500,13.060000,13.360000,11.939161,13199200
2009-01-05,13.250000,13.825000,13.250000,13.455000,12.024055,16600000
2009-01-06,13.625000,14.495000,13.625000,14.402500,12.870787,32506400
2009-01-07,14.172500,14.487500,13.997500,14.090000,12.591525,28441600
2009-01-08,14.002500,14.075000,13.317500,13.940000,12.457479,34683600
2009-01-09,14.005000,14.077500,13.695000,13.905000,12.426197,16702400
2009-01-12,13.822500,14.037500,13.140000,13.240000,11.831922,31520400
2009-01-13,13.187500,13.335000,12.877500,13.285000,11.872138,23133200
2009-01-14,13.002500,13.152500,12.555000,12.742500,11.387330,25246800
2009-01-15,12.595000,12.712500,11.875000,12.345000,11.032109,47446400
2009-01-16,12.257500,12.362500,11.302500,11.852500,10.591984,69204800
2009-01-20,11.512500,11.602500,10.515000,10.605000,9.477156,59766000
2009-01-21,10.800000,11.287500,10.675000,11.045000,9.870365,50503200
2009-01-22,10.945000,11.420000,10.807500,11.045000,9.870365,31927600
2009-01-23,10.672500,11.112500,10.445000,11.080000,9.901635,22617200
2009-01-26,11.075000,11.310000,10.630000,10.647500,9.515136,24009200
2009-01-27,10.872500,11.047500,10.660000,11.037500,9.863659,26436000
2009-01-28,11.477500,11.870000,11.312500,11.805000,10.549539,32089600
2009-01-29,11.485000,12.027500,11.312500,11.567500,10.337292,26097600
2009-01-30,11.762500,12.337500,11.715000,12.337500,11.025403,30315200
2009-02-02,12.065000,12.497500,11.885000,12.492500,11.163920,28544000
2009-02-03,12.552500,12.737500,12.047500,12.097500,10.810927,28953600
2009-02-04,12.215000,12.560000,12.140000,12.282500,10.976254,33166400
2009-02-05,13.060000,13.775000,12.875000,13.435000,12.006183,96728400
2009-02-06,13.487500,14.000000,13.420000,13.852500,12.379282,45907600
2009-02-09,13.880000,14.087500,13.650000,13.830000,12.359176,31874400
2009-02-10,13.782500,14.000000,13.402500,13.462500,12.030761,38071600
2009-02-11,13.525000,13.807500,13.375000,13.740000,12.302734,23668000
2009-02-12,13.570000,14.150000,13.275000,14.100000,12.625082,34827600
2009-02-13,14.232500,14.487500,13.815000,13.987500,12.524348,40788000
2009-02-17,13.672500,13.800000,13.417500,13.562500,12.143806,35581600
2009-02-18,13.642500,14.222500,13.562500,14.037500,12.569114,36329200
2009-02-19,14.237500,14.475000,13.872500,13.907500,12.452718,35102400
2009-02-20,13.662500,14.022500,13.625000,13.915000,12.459431,42908000
2009-02-23,14.010000,14.210000,13.497500,13.562500,12.143806,31967200
2009-02-24,13.585000,14.245000,13.402500,14.087500,12.613889,43590800
2009-02-25,14.027500,14.137500,13.785000,13.855000,12.405707,34394800
2009-02-26,14.062500,14.165000,13.697500,14.015000,12.548967,35902400
2009-02-27,13.750000,14.475000,13.750000,14.177500,12.694474,47237200
2009-03-02,13.982500,14.242500,13.467500,13.540000,12.123655,39060000
2009-03-03,13.682500,13.907500,13.302500,13.590000,12.168429,42195600
2009-03-04,13.750000,13.967500,13.475000,13.822500,12.376607,35775200
2009-03-05,13.637500,13.872500,13.170000,13.355000,11.958005,44144800
2009-03-06,13.440000,13.537500,12.302500,12.547500,11.234976,60701600
2009-03-09,12.417500,12.770000,12.185000,12.450000,11.147676,33554400
2009-03-10,12.747500,13.217500,12.647500,13.217500,11.834890,38644400
2009-03-11,13.415000,13.415000,12.630000,12.842500,11.499119,36124400
2009-03-12,12.825000,13.522500,12.567500,13.522500,12.107990,43276000
2009-03-13,13.565000,13.837500,12.925000,13.012500,11.651333,49564400
2009-03-16,13.245000,13.432500,12.965000,13.042500,11.678196,33474400
2009-03-17,13.000000,13.845000,12.832500,13.822500,12.376607,25730400
2009-03-18,13.612500,14.125000,13.365000,14.077500,12.604933,45296400
2009-03-19,14.095000,14.175000,13.107500,13.172500,11.794595,41743600
2009-03-20,13.300000,13.590000,13.125000,13.132500,11.758781,33476000
2009-03-23,13.467500,13.895000,13.225000,13.885000,12.432570,44656800
2009-03-24,13.570000,13.697500,13.317500,13.400000,11.998302,43555600
2009-03-25,13.487500,13.687500,12.820000,13.187500,11.808028,58624800
2009-03-26,13.345000,13.947500,13.130000,13.875000,12.423614,59466400
2009-03-27,13.570000,14.077500,13.552500,13.562500,12.143806,32687200
2009-03-30,13.325000,13.712500,13.252500,13.375000,11.975918,38596400
2009-03-31,13.600000,14.057500,13.460000,13.900000,12.446000,47446400
2009-04-01,13.687500,14.000000,13.407500,13.572500,12.152760,44144400
2009-04-02,13.865000,14.277500,13.780000,13.897500,12.443759,47396800
2009-04-03,13.817500,15.040000,13.817500,15.020000,13.448844,57694800
2009-04-06,14.675000,15.010000,14.437500,14.782500,13.236190,44927600
2009-04-07,14.595000,14.690000,14.267500,14.287500,12.792970,27122400
2009-04-08,14.450000,14.467500,14.102500,14.455000,12.942942,23815600
2009-04-09,14.712500,14.882500,14.407500,14.697500,13.160076,45785600
2009-04-13,14.540000,15.350000,14.500000,15.277500,13.679403,38124400
2009-04-14,15.027500,15.230000,14.532500,14.582500,13.057106,35712000
2009-04-15,14.507500,14.820000,14.312500,14.777500,13.231707,29687600
2009-04-16,14.525000,14.842500,14.375000,14.517500,12.998905,36114000
2009-04-17,14.545000,14.782500,14.315000,14.500000,12.983242,37814400
2009-04-20,14.250000,14.420000,13.740000,13.750000,12.311691,42577200
2009-04-21,13.710000,14.675000,13.562500,14.657500,13.124262,37746000
2009-04-22,14.450000,14.985000,14.302500,14.377500,12.873548,34680000
2009-04-23,14.562500,14.742500,14.275000,14.557500,13.034720,35890800
2009-04-24,14.827500,15.187500,14.510000,15.095000,13.515997,39686000
2009-04-27,14.695000,14.930000,14.657500,14.717500,13.177986,29496800
2009-04-28,14.537500,15.510000,14.525000,15.177500,13.589863,42287600
2009-04-29,15.472500,15.935000,15.377500,15.877500,14.216643,59240400
2009-04-30,16.035000,17.000000,15.980000,16.240000,14.541225,101753600
2009-05-01,16.037500,16.575001,15.660000,16.252501,14.552417,60616800
2009-05-04,16.520000,17.139999,16.180000,17.049999,15.266492,78935200
2009-05-05,16.955000,17.125000,16.742500,16.847500,15.085176,56786000
2009-05-06,17.017500,17.055000,16.437500,16.547501,14.816558,41830400
2009-05-07,16.657499,16.750000,16.337500,16.382500,14.668821,34731200
2009-05-08,16.492500,17.117500,16.375000,17.107500,15.317983,37834800
2009-05-11,16.700001,16.987499,16.482500,16.482500,14.758351,25980000
2009-05-12,16.709999,16.812500,16.177500,16.305000,14.599426,36373600
2009-05-13,16.080000,16.367500,15.877500,16.117500,14.454811,47555600
2009-05-14,15.995000,16.275000,15.877500,16.129999,14.466022,32861600
2009-05-15,16.112499,16.375000,16.004999,16.267500,14.589338,24682000
2009-05-18,16.330000,16.637501,16.065001,16.602501,14.889776,59304400
2009-05-19,16.507500,16.577499,16.072500,16.200001,14.528799,45784400
2009-05-20,16.315001,16.740000,16.152500,16.240000,14.564673,33858000
2009-05-21,16.127501,16.580000,16.117500,16.570000,14.860631,55723600
2009-05-22,16.727501,16.875000,16.307501,16.437500,14.741796,21735200
2009-05-26,16.447500,16.722500,16.320000,16.692499,14.970491,20556800
2009-05-27,16.582500,17.035000,16.312500,16.480000,14.779919,27156800
2009-05-28,16.572500,16.747499,16.437500,16.625000,14.909959,20184000
2009-05-29,16.657499,16.975000,16.450001,16.927500,15.181252,32198400
2009-06-01,17.125000,17.237499,16.455000,16.665001,14.945832,43628000
2009-06-02,16.600000,16.750000,16.375000,16.702499,14.979459,31043600
2009-06-03,16.672501,17.190001,16.467501,17.057501,15.297842,35362800
2009-06-04,17.112499,17.809999,17.080000,17.379999,15.587070,56221200
2009-06-05,17.502501,17.709999,17.200001,17.320000,15.533256,74260800
2009-06-08,17.165001,17.650000,17.137501,17.450001,15.649856,20636000
2009-06-09,17.517500,17.592501,17.117500,17.157499,15.387521,21773200
2009-06-10,17.257500,17.480000,16.990000,17.317499,15.531013,33797200
2009-06-11,17.337500,17.400000,16.665001,16.680000,14.959281,43948800
2009-06-12,16.722500,16.799999,16.077499,16.090000,14.430145,80963200
2009-06-15,15.995000,16.469999,15.767500,16.107500,14.445841,25564400
2009-06-16,16.275000,16.275000,15.530000,15.615000,14.004149,29788400
2009-06-17,15.615000,15.775000,15.200000,15.337500,13.755278,32063600
2009-06-18,15.365000,15.527500,15.157500,15.352500,13.768727,32168400
2009-06-19,15.425000,15.525000,15.215000,15.342500,13.759760,25469200
2009-06-22,15.185000,15.740000,15.175000,15.310000,13.730612,30168000
2009-06-23,15.332500,15.717500,15.330000,15.667500,14.051231,19989600
2009-06-24,15.750000,15.787500,15.225000,15.272500,13.696980,22798800
2009-06-25,15.222500,15.570000,15.067500,15.487500,13.889800,20882800
2009-06-26,15.455000,15.955000,15.390000,15.955000,14.309074,19751600
2009-06-29,15.972500,15.972500,15.625000,15.745000,14.120734,22680800
2009-06-30,15.687500,15.982500,15.505000,15.565000,13.959308,49253600
2009-07-01,15.570000,15.642500,15.195000,15.200000,13.631962,26167600
2009-07-02,15.200000,15.425000,15.020000,15.020000,13.470530,21514800
2009-07-06,15.017500,15.275000,14.975000,15.167500,13.602814,23382400
2009-07-07,15.332500,15.332500,14.850000,14.927500,13.387575,30361600
2009-07-08,14.930000,15.080000,14.500000,14.872500,13.338247,64080400
2009-07-09,15.035000,15.162500,14.937500,15.110000,13.551245,26616400
2009-07-10,14.967500,15.082500,14.852500,14.965000,13.421198,16654800
2009-07-13,15.027500,15.105000,14.775000,15.087500,13.531067,30640000
2009-07-14,15.125000,15.127500,14.910000,15.072500,13.517611,13291200
2009-07-15,15.250000,15.687500,15.167500,15.662500,14.046748,36492400
2009-07-16,15.612500,16.180000,15.550000,16.102501,14.441360,50086000
2009-07-17,16.062500,16.250000,16.000000,16.025000,14.371853,18075600
2009-07-20,16.090000,16.820000,16.075001,16.780001,15.048963,32220400
2009-07-21,16.780001,16.799999,16.447500,16.787500,15.055693,17742800
2009-07-22,16.655001,16.889999,16.580000,16.712500,14.988429,25328400
2009-07-23,16.799999,16.959999,16.655001,16.797501,15.064660,19396000
2009-07-24,16.567499,16.912500,16.562500,16.822500,15.087083,13194800
2009-07-27,16.812500,17.077499,16.777500,17.047501,15.288875,14245200
2009-07-28,16.927500,17.075001,16.532499,16.575001,14.865119,22644800
2009-07-29,16.650000,16.722500,16.430000,16.695000,14.972733,22032400
2009-07-30,16.922501,17.420000,16.707500,16.802500,15.069145,57776000
2009-07-31,16.735001,16.792500,16.337500,16.365000,14.676781,33046800
2009-08-03,16.547501,17.277500,16.475000,17.277500,15.495146,30334400
2009-08-04,17.082500,17.277500,16.975000,17.275000,15.492899,18686400
2009-08-05,17.297501,17.297501,16.965000,17.094999,15.331465,19874400
2009-08-06,17.129999,17.422501,16.987499,17.162500,15.392008,20892800
2009-08-07,17.309999,17.412500,17.182501,17.292500,15.508593,15380400
2009-08-10,17.260000,17.372499,17.150000,17.219999,15.443563,10038800
2009-08-11,17.135000,17.312500,17.132500,17.152500,15.383037,14537600
2009-08-12,17.072500,17.262501,16.969999,17.112499,15.370687,14430400
2009-08-13,17.125000,17.219999,16.985001,17.170000,15.422335,14968400
2009-08-14,17.075001,17.170000,16.875000,16.950001,15.224734,12207600
2009-08-17,16.709999,16.745001,16.510000,16.607500,14.917088,19771200
2009-08-18,16.662500,16.834999,16.637501,16.752501,15.047333,17076800
2009-08-19,16.582500,16.809999,16.537500,16.799999,15.089996,15451600
2009-08-20,16.772499,16.997499,16.687500,16.952499,15.226976,12149200
2009-08-21,17.084999,17.262501,16.962500,17.250000,15.494194,27450800
2009-08-24,17.312500,17.375000,16.940001,16.987499,15.258408,19978400
2009-08-25,17.037500,17.250000,16.975000,17.245001,15.489701,17574400
2009-08-26,17.150000,17.607500,17.112499,17.549999,15.763657,18964400
2009-08-27,17.420000,17.562500,17.320000,17.427500,15.653627,20604000
2009-08-28,17.512501,17.625000,17.320000,17.625000,15.831030,14021600
2009-08-31,17.424999,17.830000,17.400000,17.775000,15.965760,21521200
2009-09-01,17.695000,18.000000,17.535000,17.545000,15.759174,22288400
2009-09-02,17.442499,17.715000,17.357500,17.525000,15.741204,13335200
2009-09-03,17.602501,17.762501,17.450001,17.727501,15.923094,17066400
2009-09-04,17.662500,17.737499,17.512501,17.590000,15.799589,9894400
2009-09-08,17.674999,17.812500,17.540001,17.737499,15.932070,12220400
2009-09-09,17.815001,17.825001,17.545000,17.620001,15.826531,16388000
2009-09-10,17.594999,18.122499,17.567499,18.077499,16.237467,17001600
2009-09-11,18.125000,18.125000,17.937500,18.072500,16.232973,15394000
2009-09-14,17.877501,18.250000,17.875000,18.217501,16.363213,13099200
2009-09-15,18.250000,18.362499,18.094999,18.299999,16.437323,15351200
2009-09-16,18.312500,18.650000,18.165001,18.522499,16.637171,16601600
2009-09-17,18.487499,18.715000,18.325001,18.455000,16.576534,14236400
2009-09-18,18.480000,18.567499,18.290001,18.447500,16.569799,15210000
2009-09-21,18.267500,18.575001,18.252501,18.347500,16.479979,12940400
