Date,Open,High,Low,Close,Adj Close,Volume
2006-05-25,4.030000,4.605000,4.020000,4.600000,4.209763,395343000
2006-05-26,4.630000,4.674000,4.411000,4.493000,4.111839,103044000
2006-05-30,4.497000,4.498000,4.285000,4.400000,4.026728,49898000
2006-05-31,4.435000,4.536000,4.435000,4.494000,4.112755,30002000
2006-06-01,4.493000,4.810000,4.490000,4.751000,4.347953,62344000
2006-06-02,4.850000,4.870000,4.679000,4.699000,4.300363,37253000
2006-06-05,4.705000,4.925000,4.700000,4.915000,4.498039,37188000
2006-06-06,4.998000,5.063000,4.780000,4.830000,4.420248,49045000
2006-06-07,4.833000,4.840000,4.675000,4.760000,4.356188,25013000
2006-06-08,4.760000,4.772000,4.550000,4.772000,4.367171,34439000
2006-06-09,4.880000,4.880000,4.768000,4.778000,4.372663,13372000
2006-06-12,4.800000,4.825000,4.630000,4.695000,4.296702,14546000
2006-06-13,4.620000,4.735000,4.530000,4.550000,4.164002,16716000
2006-06-14,4.490000,4.545000,4.444000,4.512000,4.129227,15971000
2006-06-15,4.540000,4.612000,4.513000,4.595000,4.205187,16500000
2006-06-16,4.550000,4.600000,4.500000,4.502000,4.120076,12280000
2006-06-19,4.545000,4.545000,4.410000,4.434000,4.057845,11509000
2006-06-20,4.474000,4.500000,4.347000,4.402000,4.028559,23792000
2006-06-21,4.402000,4.588000,4.400000,4.530000,4.145702,18063000
2006-06-22,4.640000,4.695000,4.588000,4.660000,4.264673,13038000
2006-06-23,4.699000,4.793000,4.687000,4.695000,4.296702,11612000
2006-06-26,4.695000,4.750000,4.643000,4.750000,4.347038,8565000
2006-06-27,4.750000,4.803000,4.725000,4.731000,4.329648,9826000
2006-06-28,4.685000,4.740000,4.650000,4.696000,4.297619,8756000
2006-06-29,4.695000,4.809000,4.695000,4.800000,4.392796,14470000
2006-06-30,4.765000,4.800000,4.660000,4.800000,4.392796,25964000
2006-07-03,4.790000,4.800000,4.681000,4.730000,4.328732,7029000
2006-07-05,4.740000,4.784000,4.671000,4.760000,4.356188,13266000
2006-07-06,4.725000,4.735000,4.679000,4.680000,4.282974,8097000
2006-07-07,4.675000,4.685000,4.575000,4.612000,4.220747,8380000
2006-07-10,4.620000,4.657000,4.612000,4.649000,4.254603,4978000
2006-07-11,4.649000,4.649000,4.530000,4.635000,4.241792,8079000
2006-07-12,4.640000,4.640000,4.554000,4.555000,4.168579,7672000
2006-07-13,4.518000,4.518000,4.430000,4.472000,4.092620,16625000
2006-07-14,4.462000,4.468000,4.390000,4.395000,4.022152,9663000
2006-07-17,4.391000,4.417000,4.375000,4.399000,4.025814,6458000
2006-07-18,4.399000,4.410000,4.367000,4.390000,4.017577,12483000
2006-07-19,4.391000,4.545000,4.380000,4.528000,4.143870,15840000
2006-07-20,4.540000,4.578000,4.510000,4.555000,4.168579,8829000
2006-07-21,4.555000,4.555000,4.477000,4.528000,4.143870,8510000
2006-07-24,4.545000,4.553000,4.499000,4.500000,4.118246,5017000
2006-07-25,4.520000,4.640000,4.516000,4.608000,4.217083,6900000
2006-07-26,4.614000,4.785000,4.580000,4.668000,4.271992,10338000
2006-07-27,4.690000,4.717000,4.652000,4.652000,4.257349,6009000
2006-07-28,4.651000,4.680000,4.626000,4.630000,4.237219,4339000
2006-07-31,4.630000,4.641000,4.586000,4.587000,4.197865,4616000
2006-08-01,4.592000,4.592000,4.470000,4.500000,4.118246,7390000
2006-08-02,4.799000,5.005000,4.731000,5.002000,4.577657,53372000
2006-08-03,4.913000,5.024000,4.865000,4.999000,4.574914,21689000
2006-08-04,5.030000,5.150000,4.999000,5.005000,4.580405,14216000
2006-08-07,5.050000,5.130000,5.025000,5.110000,4.676497,6918000
2006-08-08,5.110000,5.267000,5.105000,5.257000,4.811024,14073000
2006-08-09,5.300000,5.450000,5.200000,5.285000,4.836651,15043000
2006-08-10,5.220000,5.391000,5.210000,5.356000,4.901628,8725000
2006-08-11,5.350000,5.445000,5.325000,5.368000,4.912607,9078000
2006-08-14,5.375000,5.454000,5.352000,5.423000,4.962943,6314000
2006-08-15,5.470000,5.493000,5.426000,5.449000,4.986738,8553000
2006-08-16,5.465000,5.543000,5.416000,5.427000,4.966605,15344000
2006-08-17,5.420000,5.424000,5.319000,5.346000,4.892477,10216000
2006-08-18,5.310000,5.365000,5.246000,5.345000,4.891560,9343000
2006-08-21,5.330000,5.555000,5.280000,5.426000,4.965686,12487000
2006-08-22,5.420000,5.550000,5.420000,5.523000,5.054461,9761000
2006-08-23,5.548000,5.575000,5.454000,5.460000,4.996804,10439000
2006-08-24,5.490000,5.585000,5.482000,5.565000,5.092899,5420000
2006-08-25,5.575000,5.585000,5.493000,5.500000,5.033412,8016000
2006-08-28,5.485000,5.545000,5.477000,5.502000,5.035240,3748000
2006-08-29,5.525000,5.565000,5.516000,5.535000,5.065442,3211000
2006-08-30,5.548000,5.578000,5.517000,5.525000,5.056291,5801000
2006-08-31,5.525000,5.617000,5.525000,5.590000,5.115777,7023000
2006-09-01,5.597000,5.750000,5.597000,5.655000,5.175261,20559000
2006-09-05,5.690000,5.724000,5.625000,5.685000,5.202717,4618000
2006-09-06,5.690000,5.888000,5.657000,5.888000,5.388494,15694000
2006-09-07,5.851000,6.087000,5.850000,6.012000,5.501976,26549000
2006-09-08,6.100000,6.125000,5.929000,5.975000,5.468116,15176000
2006-09-11,5.975000,6.199000,5.960000,6.187000,5.662130,17064000
2006-09-12,6.099000,6.215000,6.099000,6.210000,5.683178,16992000
2006-09-13,6.200000,6.230000,6.090000,6.135000,5.614544,12355000
2006-09-14,6.085000,6.325000,6.070000,6.279000,5.746323,13010000
2006-09-15,6.279000,6.520000,6.279000,6.497000,5.945830,19314000
2006-09-18,6.574000,6.755000,6.430000,6.512000,5.959558,23656000
2006-09-19,6.500000,6.615000,6.430000,6.484000,5.933931,17263000
2006-09-20,6.510000,6.670000,6.450000,6.655000,6.090427,13476000
2006-09-21,6.753000,6.960000,6.701000,6.905000,6.319218,29063000
2006-09-22,6.900000,6.950000,6.508000,6.593000,6.033687,29874000
2006-09-25,6.525000,6.570000,6.220000,6.440000,5.893667,35677000
